_id,urls,job_name,company_name,salary,end_date,address,posted_date,job_function,job_industry,job_level,skill,preferred_language,job_description,job_requirements
661621edbb86ac211a66e98d,https://www.vietnamworks.com/c-plus-plus-developer--1741374-jv?source=searchResults&searchType=2&placement=1741424&sortBy=latest,C++ Developer,FPT Software,Thương lượng,2024-04-17,"[HCM]Lô T2, đường D1, khu Công nghệ cao, Quận 9, Tp.Hồ Chí Minh; [HN]Tòa nhà FPT, 17 Duy Tân, Cầu Giấy, Hà Nội; [DN] Tòa Nhà FPT Complex, Đường Nam Kỳ Khởi Nghĩa, Phường Hoà Hải, Quận Ngũ Hành Sơn, TP Đà Nẵng",18/03/2024,"Công Nghệ Thông Tin/Viễn Thông,  > , Phần Mềm Máy Tính",Phần Mềm CNTT/Dịch vụ Phần mềm,Nhân viên,"OOP, Software Design Pattern, Observer Pattern, Singleton Design Pattern, C++",Bất kỳ,"• Khách hàng là OEM lớn trong lĩnh vực cung cấp sản phẩm về đồng hồ đo, hiển thị thông tin trong ô tô, xe máy: đo quãng đường, tốc độ, cảnh báo, …, • Dự án đang thực hiện thiết kế, modify platform/middleware/application mảng cockpit/meter/IVI cho khách hàng., • Sản phẩm được phát triển trên nền tảng mới, được áp dụng trong các mẫu cockpit hiện đại nhất, được sử dụng cho nhiều mẫu xe mới trong tương lai của khách hàng.","• Tốt nghiệp đại học chuyên nghành công nghệ thông tin hoặc các nghành liên quan (điện tử/viễn thông …), • Có ít nhất 3 năm kinh nghiệm làm các dự án phát triển sử dụng ngôn ngữ C++, • Kiến thức tốt về OOP và Design Patterns (Observer, Singleton …), • Có kinh nghiệm sử dụng ít nhất một trong số các công cụ quản lý source code như GIT, Gerrit, • Có kinh nghiệm phân tích và xử lý bug, • Có kĩ năng phân tích và báo cáo, Nice to have, • Có kinh nghiệm làm việc với các hệ thống IVI (hệ thống cockpit trong xe), • Có kĩ năng làm việc nhóm., • Ham học hỏi và có thể học nhanh, hiểu được hệ thống IVI/Cockpit, • TOEIC  500, • Có thể nhận một số bạn chưa có kinh nghiệm vào đào tạo nhưng yêu cầu là các bạn tốt nghiệp loại giỏi CNTT/ĐTVT ở các trường top đầu về IT, Benefits, • Thu nhập hấp dẫn. Phụ cấp trách nhiệm, phụ cấp dự án, lương tháng 13 và lương mềm dự án, • Có cơ hội học hỏi, vận hành các thiết bị giải trí trên ô tô và làm việc với các chuyên gia automotive hàng đầu thế giới đến từ Nhật Bản và Việt Nam, • Có cơ hội học tập và trưởng thành rất nhanh dựa trên các quy trình chặt chẽ và chuyên nghiệp của các car-maker lớn nhất thế giới"
661621edbb86ac211a66e98e,https://www.vietnamworks.com/data-engineer--1757860-jv?source=searchResults&searchType=2&placement=1757860&sortBy=latest,Data Engineer,Mcgaaw,Thương lượng,2024-04-25,"5th Floor, Unit 5.4&5.5, E-Town 1, 364 Cong Hoa Street, Tan Binh District, Ho Chi Minh City, VietNam",26/03/2024,"Công Nghệ Thông Tin/Viễn Thông,  > , Data Engineer/Data Analyst/AI",Phần Mềm CNTT/Dịch vụ Phần mềm,Nhân viên,"C#, Data Management, Python, SQL, Big Data",Tiếng Anh,"As a Data Engineer, you will play a crucial role in our team by developing, constructing, testing, and maintaining architectures such as databases and large-scale processing systems. Your primary responsibility will be to design and implement scalable data pipelines that extract, transform, and load data from various sources into our systems. This role requires proficiency in Python and C#, along with a strong understanding of SQL, XML, Excel, and Microsoft Access data., *Responsibilities:, - Design and implement efficient data pipelines to process large volumes of data from diverse sources., - Develop and maintain databases, data warehouses, and data lakes., - Collaborate with automotive engineer, software engineer, and other stakeholders to understand data requirements and implement solutions., - Optimize data infrastructure for performance, scalability, and reliability., - Troubleshoot data-related issues and provide timely resolution., - Ensure data quality and integrity throughout the data lifecycle., - Develop scripts and automation tools for data processing and analysis., - Stay updated with emerging technologies and best practices in data engineering.","- 1-2 years of experience in a similar role as a Data Engineer., - Proficiency in Python and C# programming languages., - Strong understanding of SQL for querying and manipulating relational databases., - Familiarity with XML, Excel, Pdf, Word, and Microsoft Access for data extraction and manipulation., - Experience in HTML for web scraping and data extraction tasks., - Proficiency in reading and processing PDX (Product Data eXchange) files using vector software., - Ability to work collaboratively in a team environment and effectively communicate technical concepts to non-technical stakeholders., - Strong problem-solving skills and attention to detail."
661621edbb86ac211a66e996,https://www.vietnamworks.com/information-security-specialist--1749603-jv?source=searchResults&searchType=2&placement=1749853&sortBy=latest,Information Security Specialist,Lotte Vietnam Shopping Joint Stock Company,Thương lượng,2024-04-04,"469 Nguyen Huu Tho, Tan Hung Ward, District 7, HCMC",05/03/2024,"Công Nghệ Thông Tin/Viễn Thông,  > , Quản Lý Công Nghệ Thông Tin",Bán lẻ/Bán sỉ,Nhân viên,Information Security,Bất kỳ,"•\tProvide expert advice and educate employees on important data compliance requirements, •\tDraft new and amend existing internal data protection policies, guidelines, and procedures, in consultation with key stakeholders, •\tDeliver training across all business units to staff members who are involved in data handling or processing, •\tConduct audits to ensure compliance and to address potential issues, •\tMaintain records of all data processing activities of the company, •\tServe as point of contact for data protection authorities","•\tBachelor’s degree (or equivalent) in computer science or related field, •\tProficiency with software for preparing reports and presentations, •\tAt least 03 years of experience in data protection compliance or related field, •\tExpertise in data protection laws and practices, including deep understanding of GDPR, •\tExperience in a legal, audit, or risk management role, •\tStrong project management skills, •\tAbility to work effectively under pressure and to manage sensitive and confidential information, •\tExcellent verbal and written communication skills, with strong attention to detail"
661621edbb86ac211a66e997,https://www.vietnamworks.com/full-stack-python-developer--1757280-jv?source=searchResults&searchType=2&placement=1757280&sortBy=latest,Full-Stack Python Developer,Legatcy,$1500 - $5000,2024-04-24,"District 10, HCMC",25/03/2024,"Công Nghệ Thông Tin/Viễn Thông,  > , Phần Mềm Máy Tính",Phần Mềm CNTT/Dịch vụ Phần mềm,Nhân viên,"Python, Full Stack Development, Software Engineering, Software Development, Vue.js",Tiếng Anh,"We are looking for many talented Engineers from Junior, Middle to Senior/Principle who will:, • Collaborating with engineering and development teams to evaluate and identify optimal cloud solutions., • Modifying and improving existing systems., • Designing, developing, and deploying modular cloud-based systems., • Developing and maintaining cloud solutions in accordance with best practices.","""• Education: Bachelors degree of Computer Science, Mathematics, Information Technology,... From top university is a big plus"", • Good English written and verbal communication skills, • Should have at least 1 year in full-stack engineer roles with Python, • Experience in working with at least one modern JS framework/library, e.g. Vue, React, Angular, • Knowledge of one or more from AWS CloudFormation/Terraform/CDK for infrastructure provisioning., • Delivery successful projects/products with Python software development stacks, ecosystems, frameworks, and tools such as Pandas, Numpy, FastAPI, and Django., • Familiar with CSS Frameworks like TailwindCSS, Bootstrap, and Ant Design…"
661621edbb86ac211a66e998,https://www.vietnamworks.com/it-risk-compliance-specialist-1737340-jv?source=searchResults&searchType=2&placement=1737340&sortBy=latest,IT Risk & Compliance Specialist,FPT Software,Thương lượng,2024-04-17,"[HCM]Lô T2, đường D1, khu Công nghệ cao, Quận 9, Tp.Hồ Chí Minh; [HN]Tòa nhà FPT, 17 Duy Tân, Cầu Giấy, Hà Nội; [DN] Tòa Nhà FPT Complex, Đường Nam Kỳ Khởi Nghĩa, Phường Hoà Hải, Quận Ngũ Hành Sơn, TP Đà Nẵng",18/03/2024,"Công Nghệ Thông Tin/Viễn Thông,  > , Bảo Mật Công Nghệ Thông Tin",Phần Mềm CNTT/Dịch vụ Phần mềm,Nhân viên,"IT Security, Risk Assessment, Security Risk Assessment, ISO, System Security Management",Bất kỳ,"The purpose of this position is:, • IT delivers envisioned benefits against the strategy, costs are optimized, and relevant best practice incorporated., • IT resources and operations are responsibly, effectively and efficiently managed and used., Responsibilities/ Daily tasks you will take care, • Manage the implementation of IT risk management frameworks and processes., • Develop and m Weekly/Monthly IT Security Metrics achieve the required threshold., • Lead risk assurance and review activities. Where gaps or weaknesses are identified, propose practical recommendations to enhance the management of the IT risks., • Develop and Implement IT Audit engagements and reviews., • Enforce security policies and procedures across server rooms, networks, databases and applications., • Ensure security policies / procedures are defined and implemented across business units and processes.","• Experience on IT security projects, risk assessments and audit., • Good knowledge of risk areas including regulatory, operational, information, technology risk and industry specific regulation., • Understanding potential risks, legal and compliance implications., • Good understanding of common standards such as ISO 27001 (Information Security Management System., • Good knowledge of application and infrastructure security control mechanisms., • Fluency in English., • Good communication., Benefits, • “FPT care” health insurance provided by AON and is exclusive for FPT employees., • Annual Summer Vacation: follows company’s policy and starts from May every year., • Salary review 2 times/year or on excellent performance., • International, dynamic, friendly working environment., • Annual leave, working conditions follow Vietnam labor laws., • Other allowances: lunch allowance, working on-site allowance, etc."
661621edbb86ac211a66e999,https://www.vietnamworks.com/truong-phong-cong-nghe-thong-tin-10-1-1--1756280-jv?source=searchResults&searchType=2&placement=1756330&sortBy=latest,Trưởng Phòng Công Nghệ Thông Tin,Công Ty Cổ Phần Đầu Tư Tập Đoàn Tân Á Đại Thành,Thương lượng,2024-04-21,"124 Tôn Đức Thắng, Đống Đa, Hà Nội",22/03/2024,"Công Nghệ Thông Tin/Viễn Thông,  > , Quản Lý Công Nghệ Thông Tin",Sản xuất,Trưởng phòng,"IT System Administration, Helpdesk",Bất kỳ,"- Thiết kế, thực hiện, bảo dưỡng hạ tầng, bảo mật an ninh dữ liệu cho công ty; sao lưu dữ liệu, xử lý các sự cố hệ thống CNTT, - Lên kế hoạch và xử lý an ninh mạng, quản lý bảo mật mạng máy chủ, tính thống nhất của hệ thống dữ liệu, và quản lý người sử dụng, - Đánh giá, quản lý dự án và thực hiện các giải pháp mới về CNTT; đảm bảo chất lượng của các giải pháp kỹ thuật, - Giải quyết các vấn đề về CNTT và lên kế hoạch, đề xuất mua các vật dụng cần thiết cho CNTT, - Hạn chế tối đa các sự cố và rủi ro CNTT, - Đánh giá và phát triển các tiêu chuẩn, thủ tục, quy trình CNTT, - Lập kế hoạch và điều hành các chiến lược của phòng CNTT; phân bổ công việc cho nhân viên; đánh giá chất lượng công việc và đề xuất các vấn đề liên quan đến nhân sự trong phòng CNTT","- Tốt nghiệp Đại học trở lên chuyên ngành CNTT/ Điện tử - Viễn thông, - Tối thiểu 05 năm kinh nghiệm làm việc trong lĩnh vực CNTT, và 02 năm tại vị trí tương đương, - Có kinh nghiệm triển khai dự án lớn; kinh nghiệm làm việc với cơ sở dữ liệu MsSQL/ Oracle, - Có kiến thức chuyên sâu về quản trị mạng/ máy chủ, - Sức khỏe tốt, lý lịch rõ ràng; sẵn sàng công tác tại các chi nhánh/nhà máy của công ty trên nhiều tỉnh thành, - Làm việc full thứ bảy và một số yêu cầu khác sẽ trao đổi thêm trong buổi phỏng vấn, - Chỉ chấp nhận hồ sơ ứng tuyển bằng tiếng Việt"
661621edbb86ac211a66e99a,https://www.vietnamworks.com/banking-scrum-master-up-to-net-3000-1754001-jv?source=searchResults&searchType=2&placement=1754001&sortBy=latest,✅ Banking ✅ Scrum Master ✅ Up to NET $3000,GTV Vietnam,$2000 - $3000,2024-04-17,,18/03/2024,"Công Nghệ Thông Tin/Viễn Thông,  > , Quản Lý Dự Án Công Nghệ",Ngân hàng,Nhân viên,"Scrum Master, Agile Scrum, Business English, Banking",Bất kỳ,"We are looking for a Scrum Master/ Agile Coach who demonstrates comprehensive experience in technology, especially in the banking/finance sector., I. Roles and Responsibilities:, 1. Agile coaching/ Scrum master coaches:, ● Train and coach teams in self-management & cross-functionality, how to focus on creating high-value increments, how to apply the empirical approach, incremental & iterative development, lean thinking, and Scrum values., ● Train & coach Product Owners with techniques for effective Product Goal definition, Product Backlog management, and release planning that maximize business value., 2. Servant- leader for scrum teams/squads:, ● Ensure Scrum events take place positively  & productively within the timebox., ● Facilitate scrum ceremonies (stand-up, sprint planning, sprint review/showcase, sprint retrospective…), ""● Work alongside Product Owners to refine and groom the product backlog, forecast sprint iterations, resolve team/stakeholder conflicts and communicate with stakeholders and management to ensure that the teams work is aligned with the overall goals and objectives of the organization."", ● Map out execution plans and communicate roles, responsibilities, objectives, commitments, and schedules… for squads., ● Oversee and provide regular status reporting on Scope, Risk, Schedule Management, and Mapping to ensure implementation of approved PRD; Track progress through backlog tracking, burn down metrics, velocity, etc., ""● Addresses -  foresee- remove potential or actual impediments and roadblocks that impact the teams ability to deliver the sprint goals."", ● Develop a collaborative environment within the team for open dialogue and productive solutions, continual improvement, optimization, innovation, and solving conflicts.","● Bachelor’s Degree or higher in Banking/Finance, Technology, Computer Science, Engineering, or related discipline., ● Authorized Agile mindset and Scrum, Kanban framework with at least 5 - years of experience in equivalent positions (Scrum Master/Agile Coach/PM…) to deliver complex business solutions., ● Experienced in training and coaching Scrum for teams., ● Scrum Master certification (e.g. CSM, PSM, PMI-ACP, CSP-SM), ● Proficient in one or more Agile tools (Confluence, Jira, Slack, Trello, PPM), ● Excellent interpersonal skills and professional skills, ability to simultaneously “see the big picture” and manage the details daily., ● Creative problem-solver, able to prioritize issues and resolve them efficiently with flexibility and responsiveness in handling changing priorities, ● Experience and interest in supporting new business initiatives, especially in a banking/finance environment., ● Advanced English in oral and written forms and working with global colleagues and stakeholders., ● Able to travel to work when required., What do you get?, ● Net salary: Up to $3000, ● Performance Bonus, ● Laptop provided, ● Working with world-class talents in a world-class bank"
661621edbb86ac211a66e99e,https://www.vietnamworks.com/ky-su-mang-va-an-toan-thong-tin-fresher-thu-nhap-toi-1-500-tuyen-gap-1751905-jv?source=searchResults&searchType=2&placement=1752055&sortBy=latest,"Kỹ Sư Mạng Và An Toàn Thông Tin - Fresher (Thu Nhập Tới $1,500) / Tuyển Gấp",Công Ty Cổ Phần Tư Vấn Chuyển Giao Công Nghệ ITC,Thương lượng,2024-04-11,"Số 10, ngõ 81 phố Linh Lang, phường Cống Vị, quận Ba Đình, Hà Nội",12/03/2024,"Công Nghệ Thông Tin/Viễn Thông,  > , Bảo Mật Công Nghệ Thông Tin",Hệ thống CNTT & Thiết bị,Mới Tốt Nghiệp,"CCNP, VoIP, Bảo Mật Dữ Liệu, An Toàn Thông Tin, An Toàn Thông Tin Mạng",Tiếng Anh,"- Thực hiện làm Hồ sơ dự thầu;, - Triển khai dự án: Khảo sát, xây dựng phương án triển khai, thực hiện triển khai tại địa điểm của khách hàng, nghiệm thu dự án…;, - Hỗ trợ khách hàng khi hệ thống của khách hàng có sự cố;, - Nghiên cứu sản phẩm và giải pháp mới, tư vấn cho bộ phận Quản lý khách hàng trong công ty nhằm phát triển thị trường: đưa ra giải pháp, danh mục thiết bị và giới thiệu giải pháp với khách hàng….","- Nam, Tốt nghiệp/ Đang chờ tốt nghiệp Đại học chuyên ngành công nghệ thông tin, điện tử viễn thông., - Độ tuổi: 22-30, - Ứng viên hoàn thành khóa học CCNA. Ưu tiên đã có chứng chỉ CCNA/CCNP (Cisco Certified Nettwork Profressional), - Ưu tiên người có kinh nghiệm triển khai hệ thống mạng Metro, IP backbone, Core, - Có kiến thức về bảo mật, VoIP, Telecom., - Có khả năng tư duy hệ thống, - Thông thạo tiếng Anh, đặc biệt là kỹ năng đọc tài liệu, - Khả năng xác định và giải quyết vấn đề tốt - Chấp nhận đi công tác xa – trong và ngoài nước., - Có phương tiện đi lại (Xe máy), *** Quyền lợi:, - Thu nhập hấp dẫn cạnh tranh lên tới 1500 USD/tháng, - Thưởng cuối năm theo năng lực hoàn thành công việc., - Cơ hội thăng tiến cao., - BHXH & BHYT theo quy định của Nhà nước. Nghỉ lễ Tết theo quy định của Nhà nước và Công ty., - Ứng viên được hưởng đầy đủ các chế độ phúc lợi xã hội của công ty: Nghỉ mát hàng năm, picnic hàng tháng / quý, tham dự các khóa đào tạo cải thiện kỹ năng, hoạt động văn hóa thể dục thể., - Đặc biệt khi trở thành nhân viên của công ty, bạn sẽ:, +) Được tham gia vào các dự án có hàm lượng kỹ thuật cao, có định hướng và lộ trình nghề nghiệp rõ ràng;, +) Được đào tạo thi chứng chỉ CCIE;, +) Được kiểm tra EQ để xây dựng bản đồ DISC (mô hình dùng để nhận diện tính cách, hành vi ) nhằm xây dựng Profile cá nhân gồm Self Image (Bản tính), Work Mask (Hành vi trong công việc) và Under Presure (Hành xử khi chịu sức ép) - từ đó xác định sở trường, sở đoản và khuyến cáo công việc phù hợp nhằm phát huy sở trường cũng như nắm bắt sở đoản để học cách khắc phục nó."
661621edbb86ac211a66e9a1,https://www.vietnamworks.com/truong-phong-it--1755656-jv?source=searchResults&searchType=2&placement=1755656&sortBy=latest,Trưởng Phòng IT,Thương Hiệu Thời Trang IVY Moda,$1400 - $2000,2024-04-20,"Tầng 14 tòa nhà Hapulico 24T – Số 85 Vũ Trọng Phụng, Thanh Xuân, Hà Nội",21/03/2024,"Công Nghệ Thông Tin/Viễn Thông,  > , Phần Mềm Máy Tính",Dệt may/May mặc/Giày dép,Trưởng phòng,"IT Phần Mềm, CNTT, Quản Lý Dữ Liệu, Quản Trị Mạng",Tiếng Việt,"- Lập kế hoạch, tổ chức triển khai và quản lý các phần mềm phục vụ định hướng phát triển, chiến lược kinh doanh và lộ trình số hóa của công ty., - Nghiên cứu các công nghệ, Code các giải pháp phần mềm, cơ sở hạ tầng mới có khả năng áp dụng theo định hướng đã đề ra hàng năm;, - Phân tích đánh giá nghiên cứu nghiệp vụ, xây dựng bộ tài liệu yêu cầu chức năng và xây dựng hồ sơ cho các dự án phần mềm;, - Đầu mối làm việc với đối tác thuê ngoài xây dựng giải pháp phần mềm; Tổ chức triển khai cài đặt vận hành phần mềm và đào tạo cho người sử dụng;, - Tổ chức triển khai các hoạt động hỗ trợ vận hành: quản trị hệ thống mạng, máy tính, trang tin điện tử, đảm bảo an toàn thông tin và không gián đoạn., - Quản lý, giám sát đầu tư trang thiết bị CNTT (giám sát mua sắm, đầu tư thiết bị IT, đánh giá nhà cung cấp, quy trình mua sắm trang thiết bị CNTT, đánh giá lựa chọn thiết bị CNTT), - Bảo mật và an toàn dữ liệu của công ty., - Quản lý và phát triển nhân sự.","YÊU CẦU:, - Nam, Tuổi từ 27 trở lên, Tốt nghiệp Đại học chuyên ngành công nghệ thông tin, điện tử viễn thông;, - Có khả năng viết code phần mềm theo ngôn ngữ công nghệ mới;, Kinh nghiệm:\xa0, + Có 5 năm lập trình viên và ít nhất 3 năm có quản lý đội nhóm trong các công ty bán lẻ, + Có kinh  nghiệm lập trình các phần mềm quản trị bán hàng;, + Có kinh nghiệm triển khai hệ thống ERP là 1 lợi thế, - Có kiến thức về hệ thống Mạng, hệ điều hành, máy chủ., - Có kiến thức về trang thiết bị IT, điện thoại, máy in, fax, tổng đài, …, - Có kiến thức về bảo mật hệ thống., - Kỹ năng quản trị công việc, lập kế hoạch, báo cáo., - Kỹ năng quản lý con người: động viên, huấn luyện và phát triển., QUYỀN LỢI:, - Thu nhập từ 35 triệu - 50 triệu(thỏa thuận theo kinh nghiệm và năng lực)., - Được cung cấp đầy đủ các trang thiết bị phục vụ công việc, - Các đầy đủ chế độ BHXH, BHYT, BHTN, chế độ công đoàn, phép năm - Thưởng Lễ, Tết., - Bảo hiểm sức khỏe 24/24 (Thẻ Gold của Bảo Việt)., Địa chỉ: Văn phòng Công ty - Tầng 14, tòa nhà Hapulico 24T, số 85 Vũ Trọng Phụng, Thanh Xuân, Hà Nội., Thời gian làm việc: Từ 8h – 17h30 thứ 2 đến thứ 6. Từ 8h -12h00 thứ 7.  Nghỉ chiều Thứ 7 và Chủ Nhật"
661621edbb86ac211a66e9a2,https://www.vietnamworks.com/2000-3500-ai-engineer-open-tu-2-nam-kn-computer-science-ai-machine-learning-data--1758195-jv?source=searchResults&searchType=2&placement=1758195&sortBy=latest,[$2000 - $3500]Ai Engineer (Open Từ 2 Năm Kn:computer Science/ai/machine Learning/data),Navigos Search,$2000 - $3500,2024-04-26,Hanoi,27/03/2024,"Công Nghệ Thông Tin/Viễn Thông,  > , Data Engineer/Data Analyst/AI",Phần Mềm CNTT/Dịch vụ Phần mềm,Mới Tốt Nghiệp,"English, Computer Science, Machine Learning, Big Data",Bất kỳ,"Khách hàng của Navigos Search là công ty AI technology global đang open tuyển Machien Learning/AI Engineer cho văn phòng tại Việt Nam., 1. Quyền lợi của ứng viên, - Văn phòng sang xịn mịn. Flexible working style: flexible với việc lên văn phòng, - Package: $200 - $3500. Over $3500 với các ứng viên nhiều kinh nghiệm hơn, - Cơ hội training tại Hàn Quốc với Expert và các giáo sư từ các trường top bên Hàn, - Làm việc với các chuyên gia, kĩ sư có background khủng từ nước ngoài, - Môi trường thoải mái, linh hoạt, nhân viên đều gắn bó lâu dài, - Trọng người trẻ tài năng, 2. Yêu cầu ứng viên, - Tốt nghiệp chuyên ngành Computer Science/Big Data/Machine Learning,... (hoặc các ngành liên quan) ở Việt Nam hoặc nước ngoài. Ưu tiên ứng viên tốt nghiệp loại giỏi trở lên, - Tiếng Anh tốt (bắt buộc, phỏng vấn 100% tiếng anh + training ở nước ngoài), - Địa điểm làm việc: Hà Nội Ứng viên ở HCM/ĐN sẽ cần relocate ra Hà Nội, - Ưu tiên các ứng viên có nhiều thành tích, giải thưởng trong quá trình đi học, - 2+ năm kinh nghiệm liên quan ở các vị trí như Machine Learning Engineer/ AI Engineer","3. Mô tả công việc, The key to the development of hyperscale AI lies in efficiently utilizing a large number of computational resources. At the same time, we consider it crucial to achieve competitiveness of infrastructure software. As part of this strategy, machine learning engineers will be responsible for missions including, but not limited, - Implement various large language and multimodal models, and perform tasks such as training and compression, - Develop various training, compression, and inference technologies by considering large-scale cluster architecture and the internal of infrastructure software, apply them to actual models, and generalize them, to be automated by infrastructure software., - Analyze and propose solutions to computational performance, communication, and memory capacity issues that occur during neural network model training and inference., - Grasp the state-of-the-art AI technology trends and suggest improvements of our software"
661621edbb86ac211a66e9b2,https://www.vietnamworks.com/chuyen-vien-phan-tich-nghiep-vu--1748990-jv?source=searchResults&searchType=2&placement=1749290&sortBy=latest,Chuyên Viên Phân Tích Nghiệp Vụ,"Công Ty Cổ Phần Công Nghệ Thông Tin, Viễn Thông Và Tự Động Hoá Dầu Khí (Paic)",Thương lượng,2024-04-16,"Tầng 17 tòa nhà Icon4 số 243A Đê La Thành, Láng Thượng, Đống Đa, Hà Nội",04/03/2024,"Công Nghệ Thông Tin/Viễn Thông,  > , Phân Tích Kinh Doanh/Phân Tích Hệ Thống",Phần Mềm CNTT/Dịch vụ Phần mềm,Nhân viên,"ERP Operation, Phân Tích Lỗi, SAP FICO, SAP, BA Testing",Tiếng Việt,"* Số lượng cần tuyển: 5 người, * Mức lương khởi điểm: 25 - 40 triệu, * Mô tả công việc, -\tTham gia triển khai Hệ thống ERP., -\tTham gia các dự án triển khai, xây dựng phần mềm, ứng dụng;, -\tTham gia dự án Chuyển đổi số; Văn phòng số; Smart Factory;, -\tHướng dẫn, đào tạo người dùng về các ứng dụng, phần mềm;, -\tLập báo cáo định kỳ, đột xuất theo yêu cầu., * Quyền lợi được hưởng, -\tLương thỏa thuận xứng đáng theo năng lực và kinh nghiệm. Chế độ thưởng theo hiệu quả công việc trong các dự án tham gia., -\tMôi trường làm việc ổn định với cơ hội xây dựng sự nghiệp bền vững, lâu dài., -\tĐược tham gia vào nhiều loại hình dự án phần mềm khác nhau và được đào tạo về kiến thức chuyên môn cũng như các kỹ năng công việc., -\tĐánh giá hiệu quả công việc, mức độ cống hiến và tăng lương định kỳ., -\tHưởng đầy đủ các chế độ theo quy định của công ty và pháp luật hiện hành như: bảo hiểm y tế, bảo hiểm xã hội.","* Kinh nghiệm:, -\tTốt nghiệp đại học trở lên với một trong các chuyên ngành: CNTT, Điện tử, Viễn thông., -\tKỹ năng: kiến thức cơ bản về quy trình phát triển phần mềm; phân tích yêu cầu nghiệp vụ; yêu cầu chức năng phần mềm;, -\tThời gian: từ 5 năm kinh nghiệm trở lên, -\tCó kiến thức về Cơ sở dữ liệu., -\tCó hiểu biết về mô hình vận hành ở các nhà máy., -\tTư duy phân tích, tư duy chiến lược, tư duy hệ thống., -\tCó kiến thức về công tác đấu thầu: thành viên tổ chuyên gia, lập HSMT, -\tCó kiến thức về công tác quản lý, triển khai Dự án, -\tChủ động và sáng tạo trong công việc, khả năng linh hoạt khi xử lý vấn đề., -\tCó kiến thức về UI / UX., -\tExcel, Power Point, Word., -\tCó kỹ năng giao tiếp tốt;, -\tLàm việc dưới môi trường áp lực cao. Sẵn sàng làm việc ngoài giờ theo yêu cầu công việc;, -\tCó khả năng hợp tác làm việc theo nhóm."
661621edbb86ac211a66e9b8,https://www.vietnamworks.com/it-manager-truong-phong-it--1755333-jv?source=searchResults&searchType=2&placement=1755433&sortBy=latest,IT Manager - Trưởng Phòng IT,Công Ty Cổ Phần Dệt Bảo Minh,Thương lượng,2024-04-19,"Khu công nghiệp Bảo Minh, Vụ Bản, Nam Định",20/03/2024,"Công Nghệ Thông Tin/Viễn Thông,  > , Quản Lý Công Nghệ Thông Tin",Sản xuất,Trưởng phòng,"IT Project Management, IT System Administration, ERP, System Management, Infrastructure Security",Bất kỳ,"- Daily control for IT and related infrastructures, - Setup or issue procedures/ policies for operations of IT Dept (managing IT equipment, update desktop & laptop standard, control security and cyber-attacks, data storage/ back-up rules, authorization to access server,… )., - Control and manage software and applications., - Support & handle, work with software supplier (such as software for warehouse, accounting, HR, customs,…)., - Build & implement the application/ software (having ability to code in-house software which applied for production or factory automation is advantage)., - Promote digitalization activities or new/ upcoming technology, hardware, software., - Ensure the security and stable operation of whole IT and related infrastructures (WSUS update, antivirus update, protect the strange entrance into system, business email compromise,…)., - Assist and support users to solve troubles related to hardware, software or other IT devices and equipment., - Implement the maintenance works for IT and related infrastructures., - Build up the plan for replacing or upgrading IT and related infrastructures., - Acting as project coordinator of ERP implementation phase., - Join and provide feedback for IT/ security audit or survey from the customers., - Report weekly, monthly for operations of IT Dept, - Control the department costs/ expenses and responsible for checking payment documents for IT Dept (such as printer rental fees,…)., - Prepare annual budget and make sure its cost effective., - Other tasks is assigned by BOM","- Have at least 3 years experience in IT Manager position., - Have experience of ERP project implementation, especially with ERP software, - Have knowledge and experience of project management., - Have knowledge and experience of network & server system management., - Graduated with IT majority., - Honest, hardworking & eager to study., - Teamwork skill, time management skill, communication skill., - Prefer with candidate have experiences working in IT Dept of manufacturing company., - English fluency, ***SALARY & BENEFITS, - Salary: Negotiate. Annual salary increase based on job performance evaluation., - insurance according to Vietnamese law., - Free lunch, accommodation; Annual summer trip; Year-end party; Sports activities, team-building..., - Opportunity to attend professional training every year (domestic and oversea)., Cách thức tuyển dụng:, Gửi CV/resume qua VietnamWorks, 1.\tỨng viên sẽ được mời phỏng vấn tại Công ty Cổ phần Dệt Bảo Minh – Khu công nghiệp Bảo Minh, Vụ Bản, Nam Định, 2.\tPhụ trách tuyển dụng: Mr Nguyễn Hữu Tuyến"
