_id,urls,job_name,company_name,address,salary,end_date,job_description,job_requirements,application_method,job_level,experience,number_of_recruitment,work_form,gender,working_time
6616231e82b7fc8d1e971ba3,https://www.topcv.vn/viec-lam/mobile-techlead-ios-hybrid-2-3-ngay-tuan/1282224.html?ta_source=ITJobs_LinkDetail,Mobile Techlead (IOS_Hybrid 2-3 Ngày/Tuần),Công Ty Cổ Phần Công Nghệ VMO Holdings,"Tầng 8 tòa nhà IDMC, Tôn Thất Thuyết, Cầu Giấy, Hà Nội","2,500 - 3,000 USD",27/04/2024,"Develop and maintain high-quality, scalable mobile applications for iOS platform., · Collaborate with cross-functional teams to define, design, and ship new features., · Implement and maintain best practices for iOS app development., · Ensure the performance, quality, and responsiveness of applications., · Identify and correct bottlenecks and fix bugs., · Continuously discover, evaluate, and implement new technologies to maximize development efficiency., · Work closely with product managers and designers to understand requirements and translate them into technical solutions., · Participate in code reviews and provide constructive feedback to team members., · Mentor junior developers and contribute to their professional growth.","Minimum 6 years of experience in native iOS development using Swift., · Experience working in a product company environment is highly preferred., · Strong understanding of iOS SDK, Xcode, and related development tools., · Proficiency in UIKit, Core Data, and other iOS frameworks., · Solid understanding of software design patterns and architectural principles., · Experience with RESTful APIs and JSON data handling., · Familiarity with version control systems such as Git., · Excellent communication skills and ability to work in a collaborative team environment., · Strong problem-solving and debugging skills., · Ability to work effectively in a fast-paced, dynamic environment., · Effective communication skills in English.Benefit: You will have, Attractive salary, upto, $3000 Gross, Review performance according to the company‘s rules, Be consulted and oriented on a clear career path, Participate in internal training programs to improve skills, Opportunities to join the language classes such as: English, Japanese, ..., Working in a friendly, dynamic and professional environment, chances to challenge yourself and fast growing in the career, Working hours: From Monday to Friday (8 hours/day), flexible check-in, no weekend working, With other benefits, Social Insurance according to Labor Law, Join in various annual company trip, New Year Party, internal movement awards and a lot of charity events, Have a chance for internal training programs to improve professional skills and soft skills, Annual premium health check, 13 days of annual leave per year, Opportunities to obtain professional certificates","Ứng viên nộp hồ sơ trực tuyến bằng cách bấm, Ứng tuyển, ngay dưới đây.",Nhân viên,Trên 5 năm,1 người,Toàn thời gian,Không yêu cầu,Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
6616231e82b7fc8d1e971ba5,https://www.topcv.vn/viec-lam/golang-technical-leader-hybrid-2-3-ngay-tuan/1282105.html?ta_source=ITJobs_LinkDetail,Golang Technical Leader (Hybrid 2-3 Ngày/Tuần),Công Ty Cổ Phần Công Nghệ VMO Holdings,"Tầng 8 tòa nhà IDMC, Tôn Thất Thuyết, Cầu Giấy, Hà Nội","2,500 - 3,000 USD",27/04/2024,"· Develop scalable and reliable backend systems with a strong focus on Golang, although previous experience with Golang is not mandatory., · Collaborate with cross-functional teams to understand project requirements and translate them into technical solutions., · Design and implement robust and efficient APIs., · Write clean, maintainable, and well-tested code with adequate test coverage., · Optimize application performance and ensure high availability and scalability., · Participate in code reviews and provide constructive feedback to team members., · Stay updated with the latest industry trends and technologies.","· 6 years of experience in backend Golang development., · Solid understanding of software engineering principles and design patterns., · Experience with developing scalable and reliable backend systems., · Strong knowledge of database technologies such as SQL and NoSQL., · Familiarity with cloud platforms and services (e.g., AWS, GCP, Azure)., · Previous experience working in a product-based company is highly desirable., · Excellent communication skills in English, both written and verbal., · Ability to work independently and as part of a team., Nice to Have:, · Experience with Docker and container orchestration tools like Kubernetes., · Familiarity with microservices architecture., · Knowledge of frontend technologies like JavaScript, HTML, and CSS.Benefit: You will have, Attractive salary, upto, $3000 Gross, Review performance according to the company‘s rules, Be consulted and oriented on a clear career path, Participate in internal training programs to improve skills, Opportunities to join the language classes such as: English, Japanese, ..., Working in a friendly, dynamic and professional environment, chances to challenge yourself and fast growing in the career, Working hours: From Monday to Friday (8 hours/day), flexible check-in, no weekend working, With other benefits, Social Insurance according to Labor Law, Join in various annual company trip, New Year Party, internal movement awards and a lot of charity events, Have a chance for internal training programs to improve professional skills and soft skills, Annual premium health check, 13 days of annual leave per year, Opportunities to obtain professional certificates","Ứng viên nộp hồ sơ trực tuyến bằng cách bấm, Ứng tuyển, ngay dưới đây.",Trưởng nhóm,Trên 5 năm,1 người,Toàn thời gian,Không yêu cầu,Thứ 2 - Thứ 6 (từ 08:30 đến 17:30)
6616231e82b7fc8d1e971ba8,https://www.topcv.vn/viec-lam/business-intelligence-analyst-cbd/714235.html?ta_source=ITJobs_LinkDetail,Business Intelligence Analyst CBD,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),"10000+ nhân viênĐịa điểm:89 Láng Hạ, Đống Đa, Hà Nội",Thoả thuận,30/04/2024,"VPBank hiện là một trong những Ngân hàng có tốc độ tăng trưởng nhanh nhất tại Việt Nam, cung cấp đa dạng các dịch vụ và được nhiều khách hàng tin dùng. VPBank đặc biệt chú ý đến việc nâng cao hiệu quả hoạt động qua việc phân tích các dữ liệu kinh doanh., Vị trí này đóng vai trò:, Lập kế hoạch, triển khai và giám sát việc thực hiện các công tác quản lý cơ sở dữ liệu, cung cấp báo cáo định kỳ và báo cáo theo yêu cầu phục vụ cho việc ra quyết định của các cấp quản lý, lãnh đạo của Trung tâm; thúc đẩy việc sử dụng số liệu làm cơ sở ra quyết liên quan hoạt động kinh doanh KHDN, Thực hiện việc thu thập, xem xét, biến đổi dữ liệu và phân tích chuyên sâu với mục tiêu chỉ ra được những insight hữu ích, đưa ra khuyến nghị và hỗ trợ trong việc ra các quyết định của đơn vị., Nhiệm vụ chi tiết:, Xây dựng hệ thống báo cáo định kỳ, công cụ theo dõi kết quả: hàng ngày, tuần, tháng, quý và các báo cáo, dữ liệu đột xuất theo yêu cầu về kết quả kinh doanh của KHDN, Chịu trách nhiệm thu thập dữ liệu, phát triển và triển khai phân tích nhằm cung cấp các nhận định, khuyến nghị phục vụ cho việc ra quyết định của các cấp quản lý, lãnh đạo., Tham gia vào các dự án của Ngân hàng, Trung tâm với vai trò cung cấp số liệu và báo cáo phục vụ dự án, tư vấn cho các dự án về khía cạnh dữ liệu báo cáo., Hỗ trợ/tư vấn đơn vị kinh doanh và các phòng ban liên quan trong việc ra các chính sách/cơ chế/phương pháp tính toán thích hợp trong từng thời kỳ., Đào tạo và huấn luyện các cán bộ phụ trách báo cáo phân tích và các bộ phận liên quan về dữ liệu, báo cáo, để thúc đẩy việc sử dụng số liệu để ra quyết định của trung tâm., Thực hiện các công việc khác do cấp trên giao phó.","Tốt nghiệp Đại học về kinh tế/ngân hàng/tài chính/công nghệ thông tin, Có 2 năm kinh nghiệm trở lên liên quan đến báo cáo và phân tích cho ngân hàng, Có kiến thức về ngân hàng, sản phẩm, dịch vụ, mô hình kinh doanh, Có kiến thức về hệ thống dữ liệu, hệ thống báo cáo phân tích kinh doanh, Kỹ năng sử dụng thành thạo các công cụ quản lý dữ liệu (SQL, Oracle...), Kỹ năng báo cáo, phân tích sử dụng đa công cụ (Excel, BI tools, R...), Kỹ năng giao tiếp và tương tác tốt, ưu tiên sử dụng được tiếng AnhBenefit: Thu nhập hấp dẫn, lương thưởng cạnh tranh theo năng lực, Thưởng các Ngày lễ, Tết (theo chính sách ngân hàng từng thời kỳ), Được vay ưu đãi theo chính sách ngân hàng từng thời kỳ, Chế độ ngày phép hấp dẫn theo cấp bậc công việc, Bảo hiểm bắt buộc theo luật lao động + Bảo hiểm VPBank care cho CBNV tùy theo cấp bậc và thời gian công tác, Được tham gia các khóa đào tạo tùy thuộc vào Khung đào tạo cho từng vị trí, Thời gian làm việc: từ thứ 2 – thứ 6 & nghỉ 2 t7 trong tháng, Môi trường làm việc năng động, thân thiện, có nhiều cơ hội học đào tạo, học hỏi và phát triển; được tham gia nhiều hoạt động văn hóa thú vị (cuộc thi về thể thao, tài năng, hoạt động teambuiding...)","Ứng viên nộp hồ sơ trực tuyến bằng cách bấm, Ứng tuyển, ngay dưới đây.",Nhân viên,1 năm,1 người,Toàn thời gian,Không yêu cầu,nan
6616231e82b7fc8d1e971bb0,https://www.topcv.vn/viec-lam/chuyen-vien-phat-trien-ung-dung-tren-anaplan/1281257.html?ta_source=ITJobs_LinkDetail,Chuyên Viên Phát Triển Ứng Dụng Trên Anaplan,Công ty CP Phần mềm MOR,"Tầng 25, tháp B1, tòa nhà Roman Plaza - Hải Phát, Tố Hữu, Nam Từ Liêm, Hà Nội",Tới 15 triệu,27/04/2024,"Tham gia vào quá trình phát triển và triển khai các ứng dụng Anaplan, bao gồm việc xác định yêu cầu, thiết kế mô hình, phát triển, kiểm thử và triển khai., Xây dựng các báo cáo và biểu đồ trong Anaplan để cung cấp thông tin phân tích theo yêu cầu của khách hàng., Xây dựng các mô hình Anaplan để hỗ trợ các quy trình kinh doanh như dự báo, kế hoạch tài chính, quản lý chi phí và lợi nhuận, và quản lý chuỗi cung ứng","Tốt nghiệp cao đẳng hoặc cử nhân ngành Tài Chính, Kinh Doanh hoặc Công Nghệ Thông tin, Có kiến thức về Excel Formular, data., Có thể phân tích và tạo các loại chart show data report bằng excel., Có tư duy logic tốt., Tiếng anh ở level đọc hiểu, Không yêu cầu kinh nghiệm Anaplan bạn sẽ được hướng dẫn khi nhận việcBenefit: Mức lương: lên tới 15,000,000 VND/ thỏa thuận không giới hạn., Lương tháng 13 + thưởng theo dự án + thưởng mềm theo hiệu quả công việc + thưởng tết + thưởng thâm niên, ., Kỳ đánh giá ít nhất 1 lần/năm và theo hiệu quả công việc., Tham gia vào các dự án đa dạng, phát triển và ứng dụng các công nghệ mới nhất., Cơ hội làm việc và đào tạo ngắn/ dài tại nước ngoài., Công ty đang scale-up rất nhanh, rất nhiều cơ hội phát triển, thăng tiến., Tài khoản Udemy được cung cấp để học các khóa nâng cao kĩ năng., Làm việc từ thứ 2 đến thứ 6 trong môi trường trẻ, năng động., Các chế độ khác: bảo hiểm, ăn trưa, teambuilding thường xuyên, du lịch hàng năm, nghỉ phép,...","Ứng viên nộp hồ sơ trực tuyến bằng cách bấm, Ứng tuyển, ngay dưới đây.",Nhân viên,Không yêu cầu kinh nghiệm,1 người,Toàn thời gian,Không yêu cầu,Thứ 2 - Thứ 6 (từ 08:30 đến 17:30)
6616231e82b7fc8d1e971bb3,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat/976359.html?ta_source=ITJobs_LinkDetail,Nhân Viên Kỹ Thuật,QP&T,"Trần Quang Khải, Tân Định, Quận 1",Thoả thuận,27/04/2024,"Kiểm tra máy tháo lắp Laptop, PC và xử lí lỗi phần mềm., Giải đáp thắc mắc của khách hàng., Các công việc khác theo sự phân công của quản lí., Thời gian làm việc: Sáng: Từ 8h00 đến 12h00. Chiều: Từ 13h00 đến 17h30. Từ Thứ 2 đến Thứ 6. Nghỉ Thứ 7 và Chủ Nhật","Yêu Cầu: Có đam mê về kỹ thuật phần cứng, ham học hỏi, có tinh thần cầu tiến, có kỹ thuật trong công việc., Hiểu biết về phần cứng máy tính, cấu tạo, hoạt động, cách tháo lắp, thay thế., Bằng cấp từ Trung Cấp trở lên, Ưu tiên sinh viên mới ra trường các trường Trung Cấp, Cao Đẳng Kĩ Thuật và Đại HọcBenefit: Được đào tạo trong thời gian thử việc 2 tháng., Bảo hiểm xã hội, bảo hiểm y tế, nghỉ lễ theo đúng quy định của nhà nước., Được tham gia các khóa đào tạo, teambuilding của công ty., Thưởng quý theo KPI., Tăng lương hằng năm.","Ứng viên nộp hồ sơ trực tuyến bằng cách bấm, Ứng tuyển, ngay dưới đây.",Nhân viên,Dưới 1 năm,2 người,Toàn thời gian,Nam,Thời gian làm việc: Sáng: Từ 8h00 đến 12h00. Chiều: Từ 13h00 đến 17h30. Từ Thứ 2 đến Thứ 6. Nghỉ Thứ 7 và Chủ Nhật
6616231e82b7fc8d1e971bb4,https://www.topcv.vn/viec-lam/brse-ky-su-cau-noi-thu-viec-120-luong/1162910.html?ta_source=ITJobs_LinkDetail,BrSE(,CÔNG TY TNHH VERISERVE VIỆT NAM,"Tầng 26, Tòa nhà Handico Tower, Khu đô thị mới Mễ Trì Hạ, đường Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam.",) - Thử Việc 120% Lương,30/04/2024,"Là cầu nối với các tập đoàn Nhật Bản (sử dụng tiếng Nhật), Tiếp nhận yêu cầu từ khách hàng phía Nhật Bản sau đó phân tích thông số đặc điểm kỹ thuật và định nghĩa yêu cầu cho các kỹ sư phát triển, Lập kế hoạch và quản lý tiến độ dự án, Lập ra các hoạt động cải tiến, đánh giá sau đó tiến hành dự án đảm bảo các thành viên trong nhóm làm việc hiệu quả, Đảm bảo chất lượng bao gồm test tích hợp và test hệ thống","Có hơn 3 năm kinh nghiệm phát triển, Có hơn 2 năm kinh nghiệm quản lý phát triển, Có kinh nghiệm trong công việc đảm bảo chất lượng bao gồm test tích hợp và test hệ thống, Tốt nghiệp đại học chuyên ngành CNTT (ưu tiên các trường Đại Học Bách Khoa và Đại Học Quốc gia), Kỹ năng cần thiết: Quản lý phát triển, định nghĩa yêu cầu, Accept Test, Khả năng tiếng Nhật (tương đương N2 trở lên)Benefit: 1, Lương và Phúc Lợi, Thời gian làm việc linh hoạt 5 ngày/ tuần từ 7h30 đến 8h30 (nghỉ Thứ 7, Chủ Nhật)., Nghỉ trưa 1 tiếng, Thử việc 120% lương, Tham gia đầy đủ Bảo hiểm tuân thủ theo Luật Lao động hiện hành. (đóng full lương), Bảo hiểm sức khỏe, Hỗ trợ ăn trưa, Khám sức khỏe định kỳ hàng năm., Tối thiểu 13 tháng lương 1 năm,và các khoản thưởng vào các ngày lễ khác., Thưởng giới thiệu ứng viên 20M – 40M/1 người tùy từng thời điểm., Thưởng bằng cấp 5-20M/ 1 lần, Thưởng lễ tết 1tr/ 1 lần, Tiền ma chay, hiếu hỉ 2tr/1 người, Đánh giá tăng lương 2 lần/năm., Tham gia các sự kiện ngoại khóa, hoạt động Team Building, Workshop, tiệc sinh nhật hàng tháng,..., Du lịch 1 lần/năm trong nước hoặc nước ngoài., 2 Cơ hội nghề nghiệp, Làm việc, học hỏi và phát triển cùng đồng nghiệp là những kỹ sư trẻ tài năng, đam mê và có lý tưởng lớn, Được tham gia các chương trình training về kỹ năng công nghệ và kỹ năng mềm, phương pháp làm việc, Được tư vấn và chia sẻ về phát triển năng lực và nghề nghiệp bản thân., Có nhiều cơ hội đi onsite làm việc tại Nhật ., 3Môi trường làm việc, Môi trường làm việc chuyên nghiệp, trẻ trung, năng động, công bằng., Có cơ hội thăng tiến lên các vị trí Leader, quản lý., Tinh thần làm việc nhóm tốt, hỗ trợ nhiệt tình từ đồng nghiệp., Tham gia các khóa học training tiếng Nhật, kỹ năng mềm, kiến thức kỹ thuật., Tham gia các Club Game, Bóng đá, Tiếng Nhật., Có cơ hội làm việc và đào tạo tại Nhật Bản.","Ứng viên nộp hồ sơ trực tuyến bằng cách bấm, Ứng tuyển, ngay dưới đây.",Nhân viên,2 năm,2 người,Toàn thời gian,Không yêu cầu,nan
6616231e82b7fc8d1e971bb6,https://www.topcv.vn/viec-lam/technical-support-ca-dem/1282407.html?ta_source=ITJobs_LinkDetail,Technical Support - Ca Đêm,Mac Marketing,"Số 10 Đường Số 2, Cityland Park Hills, Phường 10, Quận Gò Vấp, TP. HCM",Trên 12 triệu,27/04/2024,"Hỗ trợ, tương tác và tiếp nhận thông tin từ khách hàng., Chỉnh sửa thiết kế Poster, Brochure (bằng Photoshop, Illustrator,....) theo yêu cầu của khách hàng., Chỉnh sửa layout Website Wordpress theo yêu cầu khách hàng., Quản lý và Tạo các tài khoản social media: FB, Instagram, Google Maps, Yelp, Twitter..., Chủ động liên hệ thăm hỏi và ghi nhận ý kiến phản hồi từ khách hàng để giúp cải thiện hệ thống dịch vụ., Theo dõi thu phí, tiếp nhận xử lý khiếu nại, cancel, cập nhật phản hồi của khách và báo cáo kịp thời để có hướng giải quyết tốt nhất., Tạo mối quan hệ khách hàng, theo dõi tình hình khách hàng, kịp thời tư vấn, hỗ trợ khách hàng nhanh nhất và xuyên suốt quá trình sử dụng dịch vụ của công ty., Thực hiện báo cáo phát sinh theo yêu cầu hoặc định kỳ theo tuần/ tháng/ quý/ năm","Sử dụng thành thạo các phần mềm thiết kế như Photoshop, Illustrator,..., Thành thạo sử dụng Web Wordpress: quản trị web, elementor là lợi thế., Tốt nghiệp đại học / cao đẳng các chuyên ngành có liên quan., Có kinh nghiệm sử dụng nền tảng số và các thao tác về công nghệ., Kỹ năng giao tiếp tốt bằng lời nói cũng như qua văn bản., Tiếng Anh giao tiếp tốt là một lợi thế., Do đặc thù công việc làm ca đêm nên cần sắp xếp giờ giấc, công việc để duy trì sức khỏe và tinh thần cho công việc ban đêmBenefit: Chính sách đãi ngộ đặc biệt mang tính chất dài hạn cho core members, Môi trường làm việc năng động, thân thiện, các chế độ phúc lợi ưu đãi, Có cơ hội làm việc với đội nhóm cả Việt Nam và USA, Du lịch hàng năm - Phụ cấp xăng xe, ăn trưa, Thưởng Lễ, Tết; Lương tháng 13., Tham gia BHXH, BHYT, BHTN khi ký HĐLĐ sau thời gian thử việc, Cơ hội được đào tạo, phát triển công việc trong môi trường làm việc có tính chuyên nghiệp, năng động, thân thiện và cởi mở.","Ứng viên nộp hồ sơ trực tuyến bằng cách bấm, Ứng tuyển, ngay dưới đây.",Nhân viên,Dưới 1 năm,2 người,Toàn thời gian,Không yêu cầu,"Từ thứ 2 đến Thứ 6: 22h00 đến 5h00, Thứ 7: làm online tại nhà"
6616231e82b7fc8d1e971bba,https://www.topcv.vn/viec-lam/mobile-developer-java-kotlin/1282392.html?ta_source=ITJobs_LinkDetail,Mobile Developer,Công ty TNHH Công Nghệ và Thương Mại Lifesup,60 Hoàng Quốc Việt - Cầu Giấy- Hà Nội,Mức lương,27/04/2024,"Tham gia các dự án phát triển hệ thống phần mềm của Công ty trên nền tảng Android., Hiểu mục tiêu của dự án, nghiên cứu lĩnh vực kinh doanh và lĩnh vực kỹ thuật., Phát hiện và sửa lỗi trên phần mềm do mình hoặc công ty phát triển., Tìm kiếm các biện pháp cải thiện hiệu suất của ứng dụng., Tiếp nhận yêu cầu kỹ thuật từ phía đối tác hoặc cấp trên và thực hiện các công việc để đáp ứng yêu cầu đó., Liên tục tìm hiểu và vận dụng những công nghệ mới vào thực tiễn công việc., Thực hiện các công việc để đảm bảo hiệu suất hoạt động, chất lượng và độ phản hồi tốt nhất của ứng dụng.","Có trên 2 năm kinh nghiệm phát triển ứng dụng trên Android, Tiếng Anh đọc hiểu tốt., Thành thạo Kotlin/ Java., Có kinh nghiệm với các mẫu kiến trúc ứng dụng như MVC/MVP/MVVM., Có kinh nghiệm về thiết kế UX/ UI application., Am hiểu về JSON và REST APIs., Chịu khó tìm tòi và nhạy bén với các xu hướng và công nghệ phát triển phần mềm hiện đại., Am hiểu toàn bộ quy trình phát triển phần mềm., Tư duy logic và khả năng giải quyết vấn đề nhanh, hiệu quả.Benefit: Lương, thưởng, chế độ phúc lợi:, Rank lương hấp dẫn: 13,000,000 – 30,000,000 VNĐ, Đánh giá định kỳ 1 lần/năm, xét tăng lương theo năng lực., Đóng bảo hiểm và các chế độ đảm bảo quyền lợi người lao động., Năm cố định 13 tháng lương., Thưởng tháng 10 -20% cho nhân viên xuất sắc hàng tháng, thưởng định kỳ 6 tháng/ lần., Phụ cấp onsite 45.000 VNĐ/ Ngày, Thời gian làm việc: Từ T2 – T6, từ 08h30 – 12h00 & 13h30 – 18h00., Các chính sách: Chính sách thâm niên (có thêm ngày phép & vocher quà tặng), chính sách thai sản cho nhân viên., Có nhiều khóa học về kỹ năng chuyên môn cho nhân sự, các khóa học về kỹ năng mềm quốc tế., Hỗ trợ nhân sự thi các chứng chỉ Quốc tế: 5,000,000 – 20,000,000 VNĐ, Có lộ trình phát triển rõ ràng của mỗi nhân sự trong một năm., Teambuilding hàng quý, du lịch hàng năm....., Môi trường và điều kiện làm việc:, Trang thiết bị làm việc công nghệ cao, phong phú, đa dạng., Văn phòng làm việc hiện đại, chuyên nghiệp, an toàn., Môi trường trẻ trung, năng động, sáng tạo., Đồ uống, đồ ăn nhẹ tại văn phòng.","Ứng viên nộp hồ sơ trực tuyến bằng cách bấm, Ứng tuyển, ngay dưới đây.",Nhân viên,2 năm,3 người,Toàn thời gian,Không yêu cầu,Thứ 2 - Thứ 6 (từ 08:30 đến 18:00)
6616231e82b7fc8d1e971b7a,https://www.topcv.vn/viec-lam/thuc-tap-sinh-reactjs-react-native/1263823.html?ta_source=ITJobs_LinkDetail,"Thực Tập Sinh ReactJS,",CÔNG TY TNHH CÔNG NGHỆ & DỊCH VỤ ĐẤT VIỆT,"Tầng 22, Tòa S1.06 vinhomes grand park, đường Nguyễn Xiển – Phước Thiện, Phường Long Thạnh Mỹ, Quận 9, TP HCM",Mức lương,28/06/2024,"- Có kiến thức cơ bản về HTML, JavaScript, Reacjs, React Native, - Có kỹ năng làm việc nhóm và trao đổi thông tin tốt., - Là SV năm cuối hoặc mới ra trường ưu tiên các ứng viên đi được full time, - Tham gia dự án và hỗ trợ các thành viên trong nhóm., - Phát triển ứng dụng di động sử dụng React Native dành cho thiết bị iOS & Android, - Phát triển dự án web ReactJs, - Nghiên cứu và ứng dụng công nghệ mới","- Ứng viên tốt nghiệp Đại Học hoặc Cao Đẳng ngành it phần mềm,, - Yêu thích và định hướng lập trình React Native và ReactJs, - Không yêu cầu kinh nghiệm, - Là sinh viên năm cuối, - Thực tập Full time. Sau thời gian thực tập sẽ xét lên nhân viênBenefit: - Được đào tạo kỹ năng làm việc trong các dự án lớn., - Có trợ cấp., - Có cơ hội thăng tiến lên nhân viên chính thức","Ứng viên nộp hồ sơ trực tuyến bằng cách bấm, Ứng tuyển, ngay dưới đây.",Thực tập sinh,Không yêu cầu kinh nghiệm,7 người,Toàn thời gian,Không yêu cầu,Thứ 2 - Thứ 6 (từ 08:00 đến 17:30)
6616231e82b7fc8d1e971b7b,https://www.topcv.vn/viec-lam/senior-graphic-designer/1283264.html?ta_source=ITJobs_LinkDetail,Senior,CHI NHÁNH CÔNG TY TNHH BARBAARD,"Số 17 đường Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Mức lương,28/04/2024,"· Design and produce a wide range of digital content, including website graphics, social media posts, and online advertisements., · Create printed materials such as brochures, flyers, posters, and product packaging, ensuring brand consistency across all platforms., ""· Collaborate with the marketing and product teams to conceptualize and execute campaigns that effectively communicate our brands message."", · Manage multiple projects from concept through completion under tight deadlines., · Stay abreast of the latest trends in graphic design and incorporate new techniques into your work as appropriate.","· Bachelor’s degree in Graphic Design or a related field., · A minimum of 4 years of professional graphic design experience, preferably in a similar industry., · Proficiency in Adobe Creative Suite (Photoshop, Illustrator, InDesign)., · A strong portfolio showcasing a wide range of design skills, both digital and print., · Excellent communication and collaboration skills., · Ability to work in a fast-paced environment and manage multiple projects simultaneously., · Creative thinker with attention to detail., Additional Skills (Preferred, but not required):, · Photography and videography skills., · Experience in UI/UX design., · Experience in product designBenefit: · A dynamic, open working environment that respects differences, promoting a learning culture., · Opportunities for professional development and career growth., · A dynamic and supportive work environment., · Exposure to diverse aspects of the business.","Ứng viên nộp hồ sơ trực tuyến bằng cách bấm, Ứng tuyển, ngay dưới đây.",Nhân viên,4 năm,2 người,Toàn thời gian,Không yêu cầu,Thứ 2 - Thứ 6 (từ 09:00 đến 18:00)
6616231e82b7fc8d1e971b7c,https://www.topcv.vn/viec-lam/academic-manager-for-code-teaching-brand/1282823.html?ta_source=ITJobs_LinkDetail,Academic Manager (For Code Teaching Brand),Wall Street English,"Địa điểm:21 Lê Quý Đôn, Phường Võ Thị Sáu, Quận 3, TPHCM",30 - 40 triệu,28/04/2024,"About Logiscool:, Logiscool teaches children coding and digital literacy in fun-based after-school centres. Founded in Budapest, Hungary, in 2014, Logiscool has taught over 185,000 students across ca. 170 locations in 35 countries. With a presence across 35 countries and an award-winning proprietary methodology, Logiscool has emerged as a clear leader with an excellent offline and online product. Logiscool’s operations were launched in Vietnam in 2023., Key Areas of Responsibility:, 1. Academic Recruitment and Initial Training, Forecast and recruit academic team members in collaboration with the HRBP., Train or supervise the initial Training of tutors, School Academic Coordinators, and interns in compliance with the Logiscool training policy., In collaboration with the ASH L&D team, develop and keep up to date an Academic training program suited for Logiscool’s needs in Vietnam., In collaboration with the ASH L&D team, ensure that the academic team members complete their assigned training requirements., 2. Academic quality control, Develop a deep understanding of the Logiscool method and act as an inspiring brand ambassador., Monitor the Academic team’s performance in compliance with the organization’s performance management policies, and schedule extra training for the academic team as required., Ensure compliance in implementing the Logiscool method by supporting and supervising the execution of all the Logiscool standards processes and policies., Support and address pedagogical doubts from the Academic delivery team as required., Clearly communicate to the team the organizational policies and encourage a culture of collaboration and respect across functions, Listen to team members’ feedback and resolve any issues or conflicts, Behave as a role model to the team members regarding behavior and performance., Create the yearly school academic calendar with the approval of Head of Operations (HOO) and determine the deadline for the different processes., Assess the progress of the students and groups and report to the School Managers and HOO., Be responsible for preparing and implementing annual academic budgets for the school’s needs and expenditures., 3. Communication and Relation with Logiscool’s Academic Team Management, Ensure Logiscool Vietnam gets academically supported by the Head Quarters in Hungary by maintaining regular and transparent communication., Update regularly about the academic changes as soon as possible., Send the report to HQ upon approval from Logiscool Vietnam HOO., 4. Extra Logiscool products and activities, Organize and plan extra-curricular activities or other Logiscool services., Ensure that every school community calendar is viable and meets the Logiscool quality standards., Support the Commercial team by joining networking or other events when relevant to the school’s visibility.","Qualification and Experience Required, Education: A bachelor’s or master’s degree in Computer Science/ IT is a must., Languages: Strong communication skills, both in Vietnamese and English., Experience: Minimum of 5 years of Management experience in Education for children and youth,, experience in coding school is a plus, ., Required competencies, Solid understanding of the programming languages and tools taught at the school, such as, Python, C++, Unity, Minecraft modding, Scratch, Roblox scripting..., Awareness of emerging trends in coding for children and youth., Familiar with educational software, learning management systems (LMS), and other tech tools that may be used to manage classes., Ability to understand and converse about the curriculum with tutors, students, and parents., Integrity, Excellent communication, presentation, interpersonal, and research skills, Team management, performance management, Passionate about learning and professional development, enjoy a dynamic, professional, and fun approach to work, Positive, adaptable, hard-working, and proactive, Highly motivated, sensitive, and understanding, Ability to effectively deal with multiple priorities, functions, and activities.Benefit: Individual bonus base on total internal revenue, Full salary during probation, Join a Unique Wall Street English course for up to $3000, Annual Leave of 15 days plus Vietnamese national holidays, Acquire professional customer services skills from experts, Quality facilities and teaching resources, Dedicated academic management team support and training, Personal health insurance (pay for your personal medical & health check services, provide and keep update on quality medical businesses facilities check list in HCMC and Binh Duong)","Ứng viên nộp hồ sơ trực tuyến bằng cách bấm, Ứng tuyển, ngay dưới đây.",Quản lý / Giám sát,Không yêu cầu kinh nghiệm,1 người,Toàn thời gian,Không yêu cầu,Thứ 2 - Thứ 7 (từ 09:00 đến 18:00)
